ma,ten,ten_eg
834417,Ứng dụng vi tảo trong xử lý môi trường,
862001,Giáo dục thể chất (1),                              
810409,Lịch sử thế giới hiện đại,
238022,Tiếng Anh thương mại : Nghe (4),                              
813411,Đọc - Viết 4,
801131,Bài tập Giải tích 3,                              
843305,Pháp luật về dịch vụ logistic quốc tế,
708022,TH Vẽ chuyên ngành CKG,                              
835309,Du lịch văn hóa Sài Gòn - TPHCM,
857423,Tuyến điểm du lịch 2,
862308,Giáo dục quốc phòng và An ninh 3,
863008,Tổ chức HĐ d/học & GD ở trường THPT,                              
846337,Xây dựng trường học đạt chuẩn quốc gia,
801062,Đo lường và đ/giá kết quả học tập,                              
821404,Cơ sở vật lý 1,
849307,Bảo vệ rơ le và tự động hóa trong hệ thống điện,
734002,Cơ lưu chất,                              
843026,Lịch sử nhà nước và pháp luật thế giới,                              
843306,Tiếng Anh chuyên ngành Luật kinh doanh,
214005,Ngữ âm,                              
713102,Thực hành sư phạm THCS 2,                              
820331,Lịch sử triết học phương Tây hiện đại,
703104,Bài tập hóa học,                              
801124,Đại số tuyến tính 2,                              
734004,Các quá trình cơ bản trong công nghệ môi trường,                              
816234,Phối hợp xướng,                              
203027,Thực hành PPGD Hóa,                              
703103,Thực hành sư phạm THCS 3,                              
836112,Tiếng Anh chuyên ngành QTVP 2,                              
813034,Cú pháp học,                              
219040,Phòng bệnh trẻ em,                              
832118,Phân tích báo cáo tài chính ngân hàng thương mại,                              
238003,Luyện phát âm,                              
821325,Di truyền học,
842198,Khóa luận tốt nghiệp (chuyên ngành Tài chính),                              
132015,Kế toán trên máy,                              
857405,Luật và các văn bản quy phạm pháp luật trong du lịch,
819023,V/học thiếu nhi & đọc kể diễn cảm,                              
835319,Chính sách ngoại giao Việt Nam,
832023,Marketing căn bản,                              
822401,Nhân học và Khảo cổ học đại cương,
233001,Toán cao cấp C1,                              
832104,"Toán cao cấp (C1,C2)",                              
303002,Hoá phân tích định tính,                              
801080,Seminar,                              
806316,Phân tích chương trình Sinh học Trung học cơ sở,
865007,Đại cương xã hội học,                              
847028,Thanh nhạc 2B,                              
816213,Nhạc cụ 2A,                              
833356,Luật Thương mại Quốc tế,
315001,Tập hợp và Logic Toán,                              
839052,Phân loại tài liệu 2,                              
813033,Ngữ nghĩa học,                              
841106,Tiếng Anh chuyên ngành 2,                              
834318,Quản lí dự án môi trường,
841312,Tiếng Anh B1 - 2,
301011,Xác suất thống kê,                              
839357,Thư viện số,
234043,Môi trường đô thị và khu công nghiệp,                              
849015,Bảo vệ hệ thống điện,                              
842023,Marketing căn bản,                              
820352,Quyền và nghĩa vụ của công dân,
816090,Nhạc cụ nâng cao 1,                              
315033,Phương pháp tổ chức công tác Đội,                              
811020,Địa chất,                              
820403,Lí luận về nhà nước và pháp luật Việt Nam,
215198,(TN) Toán cơ sở và PP dạy học Toán,                              
717053,Vẽ đầu tượng người (đen trắng),                              
854302,Tiếng Trung 2,
301089,Giải tích hàm,                              
231025,Trí tuệ nhân tạo,                              
706052,PPDH Sinh học THCS 3,                              
842112,Kinh doanh ngoại hối,                              
835326,Tiếng Anh giao tiếp du lịch 3,
848410,Quy hoạch tuyến tính (Toán),
216028,Lịch sử âm nhạc 2,                              
835028,Địa danh học (du lịch),                              
839112,Xuất bản điện tử,                              
851406,"Chuyên đề tốt nghiệp điện, điện tử 2",
716105,ứng dụng hòa thanh trên đàn,                              
848416,Khai thác dữ liệu,
834220,Kỹ thuật xử lý nước thải,                              
217030,Vẽ người (màu),                              
847214,Thanh nhạc chuyên ngành 1A,                              
216010,Hát tập thể 2,                              
866401,Tiếng Anh 1,
822314,Địa lí tự nhiên Việt Nam,
236020,Nghiệp vụ kế toán văn phòng,                              
361003,Chủ nghĩa Xã hội khoa học,                              
338001,Nghe 1,                              
234030,Đất và môi trường,                              
839123,Liên thông thư viện,                              
202024,Vật lý nguyên tử & Hạt nhân,                              
843310,Tư pháp quốc tế,
841024,Mạng máy tính,                              
821301,Sinh học tế bào,
845065,Kỹ năng giao tiếp trong kinh doanh,                              
843104,Luật Thương mại 3,                              
857436,Quản trị dự án đầu tư khách sạn – nhà hàng,
809411,Hệ thống thể loại và ngôn ngữ văn học trung đại Việt Nam,
854418,Thực tế chuyên môn 2,
850025,Cơ sở điều khiển tự động,                              
801074,Lý thuyết ổn định I,                              
842063,Tài chính công ty Đa quốc gia,                              
316015,Kí xướng âm nâng cao 2,                              
817022,Luật xa gần,                              
207010,Sinh học đại cương A2 (động vật),                              
209019,Văn bản tiếng Việt,                              
846105,Quản trị tài sản trí tuệ trong cơ sở GD,                              
815057,Phương pháp dạy học Toán ở Tiểu học (3),                              
202019,Quang học (1),                              
235041,Phương pháp luận nghiên cứu khoa học,                              
813023,Ngữ pháp 2,                              
834313,Quản lý môi trường,
838073,Quản trị học,                              
833061,Nói trước công chúng,                              
817021,Lịch sử Mỹ thuật thế giới,                              
214033,Văn hóa văn minh Pháp,                              
801098,Khoá luận tốt nghiệp (LT DTO),                              
239003,Cơ sở thông tin học,                              
710101,PP giảng dạy lịch sử THCS 1,                              
842108,Tài chính công,                              
836153,Phân tích và thiết kế bộ máy tổ chức,                              
841417,Mỹ thuật ứng dụng trong CNTT,
736051,ứD CNTT trong công tác văn phòng,                              
802074,Vật lý và môi trường,                              
852005,Quy trình vận hành & bảo dưỡng mạng truyền dẫn quang,                              
740113,Bảo quản an toàn tài liệu lưu trữ,                              
810301,Tiến trình lịch sử văn hóa Việt Nam,                              
813065,Kỹ năng viết 2,                              
310098,(TN) Lịch sử Việt Nam,                              
853411,Tâm lí học du lịch và thể dục - thể thao,
802402,Thí nghiệm Vật lý đại cương ,
854414,Những vấn đề toàn cầu,
801501,Giải tích hàm biến thực I,
331014,Cấu trúc dữ liệu và giải thuật,                              
231018,Phân tích thiết kế giải thuật,                              
849027,Thiết kế hệ thống năng lượng tái tạo,                              
836501,Tổ chức bộ máy hành chính nhà nước,
822318,Địa lí tự nhiên các lục địa,
806059,Di truyền học,                              
811084,Điạ lý kinh tế - xã hội đại cương,                              
213033,Luyện dịch 2,                              
822328,Lí luận và phương pháp dạy học Lịch sử,
737108,Nghiệp vụ kế toán văn phòng,                              
839308,Phần mềm quản lí Thư viện,
313001,Luyện kỹ năng Nghe 5,                              
707103,Tiếng Anh chuyên ngành Nông nghiệp,                              
834092,Tiểu luận tốt nghiệp,                              
816084,Thực hành sư phạm 2,                              
705110,An toàn lao động,                              
844060,"Pháp luật về vận chuyển, giao nhận và giám định hàng hóa",                              
801009,Hình học giải tích (2tc),                              
O17002,Hình họa,                              
202016,Vật lý kỹ thuật 1,                              
310005,Chuyên đề lịch sử văn minh thế giới,                              
817502,Giải phẫu tạo hình,
737066,Chăm sóc khách hàng,                              
806022,Sinh học đại cương,                              
820314,Thực tế chuyên môn GDCD,
843021,Lí luận chung về nhà nước & pháp luật VN,                              
815075,PPDH Âm nhạc,                              
809028,Lịch sử tiếng Việt,                              
811024,Thổ nhưỡng - Sinh quyển,                              
306007,Sinh học cơ thể thực vật,                              
811401,Bản đồ học,
846007,Phương pháp nghiên cứu khoa học,                              
740130,Bảo tồn và phát huy di sản văn hóa VN,                              
832106,Kinh tế vĩ mô,                              
141020,Xử lý sự cố phần mềm,                              
741066,Các nền tảng lập trình mới,                              
701124,Không gian mêtric và không gian tôpô (CĐ),                              
820482,Giáo dục kinh tế 2,
833050,Logistics,                              
703102,Thực hành sư phạm THCS 2,                              
219016,Phương pháp phát triển ngôn ngữ,                              
802062,PPDH Vật lý THPT 3,                              
219009,Nhạc 2,                              
835303,Đại cương lịch sử Việt Nam,                              
806110,Thực hành sư phạm THPT 5,                              
854011,Chính trị quốc tế hiện đại,
309003,Ngữ dụng học,                              
810319,Toàn cầu hóa và sự hội nhập của Việt Nam,
841316,Kiến thức nền tảng về bảo mật,
819080,PP khám phá KH và MTXQ (nâng cao),                              
811070,Địa lí địa phương,                              
849023,Kỹ thuật robot,                              
216021,Thực hành Sư phạm 3,                              
815089,Giúp đỡ HS yếu kém học môn Toán,                              
740055,Tổ chức sử dụng tài liệu lưu trữ,                              
822325,Chủ nghĩa xã hội từ lý luận đến hiện đại,
834433,Các phương pháp oxy hóa nâng cao trong xử lý nước thải,
811003,Tin học ứng dụng trong Địa Lý,                              
708117,TH Lễ phục,                              
802416,Vật lý laser và ứng dụng,
201024,Quy hoạch tuyến tính,                              
736120,Văn bản QLNN và Kỹ thuật soạn thảo VB,                              
203097,(TN) Phương pháp dạy học Hóa học,                              
216044,Hòa âm 3,                              
854037,Quan hệ đối ngoại Hoa Kì,
301052,Phương pháp dạy học 1,                              
742098,Thực tập tốt nghiệp (CTN),                              
809324,Ngôn ngữ học xã hội,
216004,Nhạc cụ 1,                              
819081,PP nghiên cứu trẻ em,                              
850422,Thông tin quang,
210001,Nhập môn Sử học,                              
734001,Hình họa - Vẽ kỹ thuật,                              
815092,Thực hành sư phạm 3,                              
234027,Khoa học môi trường đại cương,                              
208037,Tổ chức bữa ăn Công nghiệp,                              
834334,Quản lí tài nguyên rừng,
203015,PPGD Hóa 2,                              
710050,Thực tế chuyên môn,                              
834340,Sức bền vật liệu,
801316,Thực hành sư phạm THCS1,
816006,PP dạy học Âm nhạc 4,                              
H42018,Thuế,                              
712109,Giáo dục đạo đức,                              
815009,Chuyên đề tìm hiểu danh nhân văn hóa,                              
O32001,Nguyên lí kế toán,                              
203010,Hóa vô cơ 1,                              
737099,Khóa luận tốt nghiệp (CTK),                              
219012,Chương trình giáo dục mầm non,                              
119019,Giáo dục pháp luật,                              
203030,Thực hành Sư phạm 4,                              
809304,Dẫn luận Văn học trung đại Việt Nam,
846322,Văn bản QLNN và kỹ thuật soạn thảo văn bản,
141009,Lập trình căn bản,                              
737063,Công tác VTLT trong doanh nghiệp,                              
853406,Tâm lí học lệch chuẩn,
201003,Nhập môn toán cao cấp,                              
819075,Tổ chức hoạt động âm nhạc (nâng cao),                              
832009,Hệ thống thông tin kế toán 3,                              
817053,Hình họa 2,                              
819059,Giáo dục học mầm non,                              
338021,Trung văn 3,                              
736065,Công tác VTLT trong doanh nghiệp,                              
717020,Nghiên cứu vốn cổ dân tộc,                              
709064,Chuyên đề ngôn ngữ (CĐ),                              
301009,Giải tích hàm,                              
212012,Thực hành tổ chức hoạt động giáo dục,                              
801114,Bài tập Giải tích hàm,                              
236013,Quản trị nhân sự,                              
213029,Phương pháp dạy học 3,                              
CALO12,Cầu lông 2,                              
839061,Tham khảo nâng cao,                              
852001,Hệ thống thông tin điện tử vô tuyến,                              
740006,Tiếng Pháp 2,                              
237031,Thông tin phục vụ lãnh đạo và quản lý,                              
834315,Luật và chính sách môi trường,
817111,Thực hành sư phạm 5Đ,                              
261003,Chủ nghĩa XHKH,                              
821399,Khóa luận tốt nghiệp (DKH),
851403,Thí nghiệm điện tử 2,
848035,Các nguyên lý thống kê,                              
806306,Giải phẫu so sánh động vật,
854423,Ngoại giao đa phương,
857430,Văn hóa doanh nghiệp du lịch,
238040,Địa lý du lịch (2),                              
708060,Y phục Nữ,                              
834423,Mô hình hóa và tối ưu hóa môi trường,
132008,Kế toán doanh nghiệp 2,                              
207034,Xác suất thống kê,                              
834222,Kiểm soát ô nhiễm đất,
834343,Đồ án Sử dụng đất ngập nước xử lý ô nhiễm,
203026,Hóa phân tích định lượng,                              
806051,Động vật học 2,                              
214016,Diễn đạt viết 1,                              
819091,PP giáo dục thể chất (nâng cao),                              
810090,Khái quát lịch sử thế giới cổ trung đại,                              
844063,Luật cạnh tranh và chống độc quyền thương mại quốc tế,                              
850047,Thiết kế ASIC,                              
208004,Kỹ thuật tơ sợi,                              
141003,Xử lý sự cố phần cứng,                              
820105,Lịch sử văn minh thế giới (GDCT),                              
802405,Phân tích chương trình vật lý THPT ,
842107,Quản trị Marketing,                              
316001,"Lịch sử âm nhạc lãng mạn, hiện đại",                              
836305,Thống kê cho khoa học xã hội,                              
233096,(TN) Quản trị học,                              
817051,PP dạy học Mỹ thuật 1,                              
232009,Quản trị học,                              
834312,Đánh giá tác động môi trường,
834071,Quan trắc môi trường,                              
850408,Cơ sở điều khiển tự động,
846318,Quản lí hoạt động dạy học và giáo dục trong cơ sở giáo dục,
O39001,Cơ sở khoa học thư viện,                              
213031,Luyện nói 5,                              
853042,Quản lí dự án phát triển cộng đồng,
817082,Cơ sở lý luận Mỹ thuật,                              
849019,SCADA,                              
239019,Mạng thông tin,                              
701103,Giải tích 1,                              
834089,Du lịch sinh thái,                              
165001,Thực tập tốt nghiệp (TCMN 10 tuần),                              
803108,Hóa công nghệ - môi trường,                              
832064,Kế toán hành chính sự nghiệp,                              
315040,PP bồi dưỡng học sinh giỏi Toán,                              
810080,Đ/lý LSVN từ thời dựng nước đến tr/CMT8,                              
803323,Lý luận và phương pháp dạy học hóa học THCS1,
239022,Lưu trữ học đại cương,                              
846103,Chiến lược xây dựng hình ảnh cho một cơ sở GD,                              
817074,Thực hành sư phạm 2,                              
809089,Khoá luận tốt nghiệp (LT DVA),                              
820079,Thực tế bộ môn (1 tuần),                              
847417,Phương pháp sư phạm thanh nhạc,
233009,Nguyên lý kế toán,                              
802082,Thiên văn học đại cương,                              
737118,Luật hành chính,                              
843054,Tiếng Anh chuyên ngành Hành chính 2,                              
821411,Sinh lý học thực vật,
817072,TH ứD chuyên ngành M/thuật 2,                              
235021,Thể chế chính trị Việt Nam hiện đại,                              
208020,Thực hành Sư phạm 2,                              
705106,Thực hành Cơ khí 2,                              
842111,Thiết lập và thẩm định dự án đầu tư,                              
862106,Giáo dục Quốc phòng - An ninh (I),                              
219037,Văn học trẻ em,                              
841447,Khai thác dữ liệu và ứng dụng,
847215,Thanh nhạc chuyên ngành 1B,                              
841306,Hệ điều hành mã nguồn mở,                              
834104,Tiếng Anh chuyên ngành môi trường 3A,                              
816429,Thanh nhạc 5,
833364,Thanh toán quốc tế,
803065,Thực hành hóa lý,                              
240007,Luật hành chính Việt Nam,                              
737124,Hệ thống ISO trong công tác VP,                              
301033,Hình học xạ ảnh,                              
820342,Giáo dục giới tính và sức khỏe sinh sản,
847033,Piano phổ thông 1A,                              
816227,Ký xướng âm 2B,                              
737050,Quản trị hành chính VP,                              
817059,Trang trí cơ bản 2,                              
703099,Khóa luận tốt nghiệp (CHO),                              
801064,Lý thuyết vành,                              
854413,Quản lý dự án phát triển,
207001,Bảo vệ cây trồng,                              
833081,Quản trị bán hàng,                              
219042,Vẽ,                              
819068,PP khám phá KH và MTXQ (CĐ),                              
262008,Giáo dục Quốc phòng (3),                              
806087,Hô hấp ở thực vật,                              
207097,(TN) PP dạy học Kĩ thuật Nông nghiệp,                              
820339,Dân số học,
803406,Tiếng Anh chuyên ngành,
740198,Thực tập tốt nghiệp (CLT),                              
737122,Soạn thảo văn bản trên máy tính,                              
737103,Những vấn đề toàn cầu,                              
315023,Rèn luyện NVSP 3,                              
802113,Quang phổ,                              
232034,Phân tích báo cáo tài chính,                              
234008,Thực hành sinh học đại cương,                              
853416,Tâm lý học lâm sàng,
863001,Tâm lý học đại cương,                              
211027,Thực hành Sư phạm 4,                              
705199,Khóa luật tốt nghiệp (CCN),                              
301010,Phương trình đạo hàm riêng,                              
836306,Nghiệp vụ kế toán văn phòng,
849499,Khóa luận tốt nghiệp (DDE),
848038,Tối ưu hóa,                              
816044,Hát dân ca 1,                              
802124,Thực hành sư phạm THPT 3,                              
211016,Địa lí tự nhiên các lục địa 2,                              
802120,Hướng dẫn làm đồ dùng dạy học vật lý,                              
836128,Quản trị thông tin,                              
217006,Lịch sử Mỹ thuật Thế giới,                              
213022,Luyện nghe 4,                              
801121,Bài tập Hình học sơ cấp và thực hành giải toán (THPT),                              
839067,Thực tập Thư viện số,                              
H33027,Quản trị văn phòng,                              
850064,Thông tin di động thế hệ sau,                              
819065,PP giáo dục âm nhạc(CĐ),                              
119034,Văn học - Tiếng Việt,                              
240012,Lịch sử tư tưởng phương Đông và VN,                              
846302,Hệ thống giáo dục quốc dân và bộ máy QLGD,
850019,Cấu kiện điện tử,                              
836113,Tiếng Anh chuyên ngành QTVP 3,                              
234039,Quá trình và thiết bị công nghệ môi trường,                              
235013,Các nền văn minh trên đất Việt,                              
306398,(TN) Sinh học phân tử ứng dụng,
H32019,Tài chính doanh nghiệp 1,                              
708116,TH Mỹ dung,                              
236035,Văn thư lưu trữ trong các tổ chức Đảng,                              
232023,Kế toán tài chính (2),                              
843032,Luật Hình sự 1 - Phần chung,                              
233016,Thanh toán quốc tế,                              
310016,Cấu tạo chương trình và PPDH lịch sử ở THPT,                              
846002,Đạo đức học,                              
236024,Bảo quản tài liệu lưu trữ,                              
835078,Văn hóa Châu Âu,                              
207005,Vi sinh học nông nghiệp,                              
819110,PP hướng dẫn trẻ MN làm quen với toán,                              
331004,Nhập môn tin học,                              
806073,Sinh lý thần kinh cấp cao,                              
820101,Xã hội học đại cương,                              
838504,Thường thức mỹ thuật,
208027,Món ăn các nước 1,                              
315029,Phương pháp dạy học Toán 2,                              
810072,Lịch sử hình thành và phát triển của ASEAN,                              
811316,Thực hành sư phạm THCS 3,
813317,Kiểm tra đánh giá ngoại ngữ,
712020,Những vấn đề của thời đại ngày nay,                              
315082,Văn học 1,                              
234026,Địa hóa môi trường,                              
835032,Lịch sử ngoại giao Việt Nam,                              
847104,Kỹ thuật diễn viên 3,                              
820030,PP nghiên cứu khoa học,                              
212028,Phương hướng ph/triển KT-XH đất nước,                              
813071,Lý luận giảng dạy Tiếng Anh,                              
833405,Quan hệ công chúng,
119056,"PP khám phá KH & MTXQ (1,2)",                              
857502,Địa lý du lịch,
231007,Toán cao cấp (2),                              
809065,Chuyên đề Hán nôm,                              
820343,Triết học Mác-Lênin (GDCT),
848046,Mô hình tài chính công,
832067,Nguyên lý bảo hiểm,                              
315017,Từ Hán Việt,                              
306013,Dinh dưỡng khoáng,                              
206006,Hóa học đại cương B,                              
834218,Đồ án xử lý khí thải,                              
708024,Vật liệu dệt may,                              
842057,Thanh toán quốc tế,                              
231026,Đồ họa,                              
803107,Thực hành hóa phân tích định tính,                              
803088,Thực hành sư phạm 4,                              
816061,Ký Xướng âm 3A,                              
810408,Lịch sử thế giới cận đại,
701051,Dạy học sinh THCS tự tiếp cận kiến thức toán học,                              
233013,Toán tài chính,                              
839059,Mạng thông tin thư viện,                              
211011,Thực hành Sư phạm 1,                              
215027,Nhạc cụ,                              
834001,Giải tích 1,                              
842055,Thẩm định tín dụng,                              
815088,DH TV theo hướng t/hợp và p/huy tính t/cực của HS TH,                              
119062,"Giáo dục pháp luật (1,2)",                              
741064,Quản trị mạng,                              
834205,Sinh thái môi trường,                              
712014,Nhập môn giáo dục công dân,                              
705072,Phương pháp gia công hiện đại,                              
813024,Ngữ pháp 3,                              
846109,Quản lí tổ chức sự kiện trong cơ sở giáo dục,                              
822330,Rèn luyện nghiệp vụ sư phạm,
857441,Quản trị tài chính trong khách sạn – nhà hàng,
707065,Đại cương phương pháp dạy học KTNN,                              
132012,Thực hành kế toán 1,                              
848022,Giải tích số nâng cao,
215051,Học hát - Nhạc cụ,                              
236021,Tổ chức sử dụng trang thiết bị VP,                              
737055,Soạn thảo thư tín thương mại,                              
839402,Kỹ năng giao tiếp trong thư viện,
850029,Thực hành điện - điện tử,                              
810079,Vấn đề hội nhập quốc tế của VN,                              
232007,Toán cao cấp C2,                              
811104,Sinh khí hậu ứng dụng,                              
205008,Vẽ kĩ thuật 1,                              
836502,Kỹ năng giao tiếp trong thời kỳ hội nhập,
846330,Phối hợp các lực lượng GD trong và ngoài cơ cở giáo dục,
212009,Mỹ học và giáo dục thẩm mỹ,                              
213037,Luyện nghe 6,                              
803086,Thực hành sư phạm 2,                              
817024,Nghệ thuật học,                              
816043,Kỹ thuật hát hợp xướng 2,                              
847004,Lịch sử opera,                              
264016,Đại cương mĩ học,                              
319002,Tổ chức HĐDH và GD ở trường MN,                              
806055,Thực hành sinh lí thực vật,                              
214035,Từ vựng,                              
816095,Phân tích tác phẩm (LT),                              
707064,Sinh thái học nông nghiệp,                              
707022,Di truyền đại cương,                              
319014,Đánh giá trong giáo dục Mầm non,                              
813408,Đọc - Viết 1,
217027,Mỹ thuật học,                              
219008,Kỹ năng làm đồ chơi,                              
861002,Tư tưởng Hồ Chí Minh,                              
315499,(TN) Phương pháp dạy học Toán,
119014,Phương pháp làm quen với văn học,                              
810061,Các nước á – Phi.Mỹ La tinh thời hiện đại,                              
316018,Nhạc cụ nâng cao 3,                              
834341,Nguyên lí và vận hành hệ thống xử lí nước và nước thải,
338042,Luật kinh doanh,                              
854412,Kinh tế học phát triển,
801413,Thực hành sư phạm 4,
813103,Tiếng Pháp 2,                              
841431,Quản lý dự án phần mềm,
141011,Triển khai hệ quản trị CSDL,                              
842031,Thị trường tài chính,                              
816212,Nhạc cụ 1B,                              
H42033,Thực tập tốt nghiệp (CTN),                              
236018,Tổ chức điều hành công sở,                              
806307,Các vấn đề nổi bật về môi trường toàn cầu,
817403,Nguyên lý thị giác,
301092,Lý thuyết Module và đại số,                              
853028,Tâm lí học học đường,
839013,Nhập môn truyền thông đại chúng,                              
816096,Phối hợp xướng (LT),                              
867510,Xác suất và nguyên lý thống kê kinh tế,
820081,Lịch sử triết học phương Tây,                              
851003,Thực hành kỹ thuật điện,                              
215011,Các tập hợp số,                              
843051,Luật Hiến pháp nước ngoài,                              
319003,Tâm lý học hoạt động,                              
210029,Các nền VM trên đất nước VN trước 1858,                              
231021,Lý thuyết đồ thị,                              
236028,Những vấn đề thời đại,                              
809121,Tác phẩm và Thể loại VH,                              
802026,Thí nghiệm vật lý đại cương,                              
850404,Tiếng Anh chuyên ngành,
315031,Phương pháp dạy học TNXH 2,                              
857447,Marketing nhà hàng - khách sạn,
838101,Tiếng Pháp 1,                              
842005,Quy hoạch tuyến tính,                              
316007,Hòa thanh chuyển điệu,                              
216001,Đọc và ghi nhạc 1,                              
839420,Cơ sở dữ liệu,
811413,Những vấn đề về địa lí kinh tế - xã hội,
841303,Kỹ thuật lập trình,                              
815098,Khóa luận tốt nghiệp (LT DGT),                              
803304,Hóa hữu cơ 2,
233033,Giao tiếp trong kinh doanh,                              
810410,Lịch sử Việt Nam từ nguồn gốc đến thế kỉ X,
801136,Bài tập Đại số sơ cấp và thực hành giải toán (THCS),                              
833512,Quản trị nguồn nhân lực,
215035,Tự nhiên XH và PPDH 3,                              
216031,Đọc và ghi nhạc 5,                              
820099,Khóa luận tốt nghiệp (DGD),                              
802055,Thiên văn đại cương,                              
141014,An tòan hệ thống mạng,                              
809076,Thực hành sư phạm 1,                              
811305,Các khu vực địa lí tự nhiên lục địa 1,
863004,TLH lứa tuổi THPT & TLH sư phạm,                              
820408,Việt Nam trong tiến trình hội nhập kinh tế quốc tế,
839097,Khóa luận tốt nghiệp (LT DTV),                              
310001,PP luận sử học,                              
865006,Pháp luật đại cương,                              
QG0551,Quản lí nhà nước về giáo dục,                              
233012,Quy hoạch tuyến tính,                              
854030,Hệ thống chính trị và pháp luật châu Âu,
809412,Văn học dân gian Việt Nam,
834323,Sản xuất sạch hơn và sinh thái công nghiệp,
817101,Trang trí 2,                              
839025,Tiếng Anh chuyên ngành 2,                              
816053,Nhạc cụ 2A,                              
811314,Thực hành sư phạm THCS 1,
801122,Bài toán không chỉnh,                              
219170,Tâm lí học trẻ em 1 (LT1),                              
833003,Toán cao cấp C2,                              
317099,(TN) Sáng tác tranh,                              
843069,Lý luận chung về nhà nước và pháp luật,                              
835099,Khóa luận tốt nghiệp (DVI),                              
815074,Âm nhạc 2,                              
204023,Visual Basic,                              
854501,Lịch sử Quan hệ quốc tế,
847401,Hát dân ca,
854419,Thực tế chuyên môn 3,
816203,Thanh nhạc 2A,                              
806086,Chỉ thị Sinh học môi trường,                              
803320,Hóa học phức chất,
850302,Kỹ thuật vi điều khiển,
839105,Trình bày thông tin,                              
364023,Tiếng Anh 3 (4 đvht),                              
702056,Thí nghiệm vật lý THCS,                              
211024,Địa lí tự nhiên Việt Nam (Khu vực),                              
809119,Làm văn,                              
815311,Dạy học truyện dân gian trong chương trình tiểu học,
132037,Hệ thống thông tin kế toán 1 (Excel kế toán),                              
810078,Một số vấn đề lý luận và thực tiễn về CMDTDC ở VN,                              
803302,Cơ sở hóa lượng tử,
801022,Đại số đại cương,                              
857431,Lập dự án kinh doanh du lịch,
836147,Thực tập nghiệp vụ thư kí văn phòng,                              
O35001,Cơ sở văn hóa Việt Nam,                              
820344,Kinh tế chính trị Mác - Lênin (GDCT),
820075,Thực hành sư phạm 1,                              
833060,Quản trị hành chính văn phòng,                              
832028,Nguyên lý thống kê kinh tế,                              
835027,Nhân học đại cương,                              
210019,Rèn luyện kỹ năng soạn giáo án - THSP 3,                              
838060,Kỹ năng Nói trước công chúng,                              
850324,Kỹ thuật IoT,
O01002,Đại số,                              
707072,Thực hành sư phạm 1,                              
810412,Tiếng Anh chuyên ngành Lịch sử,
843308,Luật Thương mại 2,
816017,Thanh nhạc 5A,                              
813105,Tin học căn bản,                              
OTO001,Toán,                              
806067,Bài tập di truyền,                              
839074,Thông tin KHXH và Nhân văn,                              
210026,Giáo dục gia đình,                              
862108,Giáo dục Quốc phòng - An ninh (III),                              
865004,Mĩ học,                              
834350,Các phương pháp oxy hóa nâng cao trong xử lý nước thải,
810325,"Đổi mới kiểm tra, đánh giá trong DHLS ở THPT",
240002,Nhập môn Thông tin - Thư viện,                              
816022,Lịch sử âm nhạc Việt Nam,                              
232040,Tài chính doanh nghiệp (3đvht),                              
836418,Tổ chức sự kiện,
206009,Thực hành Sư phạm 1,                              
820021,L/sử tư tưởng phương Đông và VN,                              
847218,Thanh nhạc chuyên ngành 3A,                              
310017,PPDH Lịch sử ở THPT,                              
O16002,Thanh nhạc - Nhạc cụ,                              
851405,"Chuyên đề tốt nghiệp điện, điện tử 1",
320099,(TN) PP dạy học GDCD,                              
817103,Trang trí 4,                              
810058,Lịch sử Việt Nam từ 1919 đến 1945,                              
834310,Vật lý môi trường nâng cao,
311399,(TN) Phương pháp dạy học Địa lí,
817108,Thực hành sư phạm 2Đ,                              
338016,Kỹ năng Viết 4,                              
239009,Tiếng Việt,                              
301012,Quy hoạch tuyến tính,                              
854329,Nghiệp vụ Ngoại giao,
806065,PPDH Sinh học THPT 3,                              
819302,Văn học trẻ em (dành cho trẻ mầm non),
842104,Kinh tế vi mô,                              
710104,Thực hành sư phạm THCS 1,                              
707304,Dinh dưỡng và thức ăn vật nuôi,
820320,Kỹ năng xây dựng kế hoạch và quản lí thời gian,
737067,Quan hệ công chúng (PR),                              
857433,Tổng quan dịch vụ lưu trú,
734110,Thực tế chuyên môn,                              
219499,(TN) Phương pháp phát triển ngôn ngữ và làm quen với văn học,
857409,Các dân tộc Việt Nam,
806001,Toán cao cấp A1,                              
820312,Chuyên đề đổi mới PPDH GDCD,
815106,Mĩ thuật,                              
847014,Đọc tổng phổ,                              
843040,Pháp luật về Thuế,                              
817409,Bố cục,
216019,Lịch sử âm nhạc 1,                              
820311,Nhập môn Giáo dục công dân,                              
209032,Hán Nôm (1),                              
836519,Kỹ năng tổ chức trong quản trị văn phòng,
O19003,PP hướng dẫn trẻ làm quen với môi trường xung quanh,                              
211097,(TN) Phương pháp dạy học Địa lý,                              
801142,Thực hành sư phạm THCS 4,                              
850303,Thí nghiệm vi điều khiển,
741062,Công nghệ phần mềm,                              
820102,Mỹ học Mác - Lênin,                              
362006,Giáo dục Quốc phòng (1),                              
331099,(TN) Trí tuệ nhân tạo và CN phần mềm,                              
852399,Khóa luận tốt nghiệp (DKT),
816231,Chỉ huy hợp xướng 2,                              
854019,Tổ chức sự kiện Quốc tế,
209030,Thực hành Sư phạm 5,                              
803421,Hợp chất dị vòng,
839022,Văn bản và Lưu trữ học,                              
822337,Phong trào nông dân Việt Nam trong lịch sử,
